,full_name,company,selling_price,year,km_driven,owner_type,fuel_type,transmission_type
355,Maruti Swift Dzire,Maruti,620000,2017,19843,First Owner,Petrol,Automatic
356,Tata Indigo LS,Tata,270000,2014,20000,First Owner,Diesel,Manual
357,Ford Endeavour 3.0L,Ford,950000,2011,30000,First Owner,Diesel,Automatic
358,Toyota Innova Crysta,Toyota,1450000,2017,52300,First Owner,Diesel,Manual
359,Honda City i,Honda,844999,2016,40000,First Owner,Petrol,Automatic
360,Maruti Swift Dzire,Maruti,390000,2014,61500,First Owner,Diesel,Manual
361,Honda Amaze S,Honda,395000,2015,59000,First Owner,Petrol,Manual
362,Hyundai Grand i10,Hyundai,450000,2018,40000,First Owner,Petrol,Manual
363,Audi A6 2.0,Audi,1700000,2013,60000,First Owner,Diesel,Automatic
364,Hyundai Grand i10,Hyundai,325000,2013,61000,First Owner,Petrol,Manual
365,Mahindra KUV 100,Mahindra,350000,2016,70000,First Owner,Diesel,Manual
366,Mahindra XUV500 W8,Mahindra,650000,2013,63000,First Owner,Diesel,Manual
367,Mercedes-Benz E-Class E,Mercedes-Benz,1250000,2012,58000,First Owner,Petrol,Manual
368,Maruti Zen Estilo,Maruti,220000,2013,40000,First Owner,Petrol,Manual
369,Mahindra Quanto C8,Mahindra,350000,2015,49000,First Owner,Diesel,Manual
370,Maruti Swift Dzire,Maruti,750000,2017,22000,First Owner,Diesel,Manual
371,Honda City 1.5,Honda,299000,2010,57977,First Owner,Petrol,Manual
372,Hyundai Xcent 1.1,Hyundai,378000,2016,70000,First Owner,Diesel,Manual
373,Land Rover Range,Land,7000000,2018,13000,First Owner,Petrol,Automatic
375,Maruti Ertiga VDI,Maruti,524000,2014,48242,First Owner,Diesel,Manual
376,Ford Figo Diesel,Ford,169000,2012,68000,First Owner,Diesel,Manual
377,Maruti Ertiga ZDI,Maruti,500000,2014,40000,First Owner,Diesel,Manual
378,Audi Q7 2006-2020,Audi,2000000,2012,98000,First Owner,Diesel,Automatic
379,Maruti Swift Dzire,Maruti,380000,2013,113450,First Owner,Diesel,Manual
380,Maruti Wagon R,Maruti,400000,2018,80000,First Owner,Petrol,Automatic
381,Hyundai Santro Sportz,Hyundai,565000,2020,1000,First Owner,Petrol,Automatic
382,Maruti Wagon R,Maruti,335000,2015,20292,First Owner,Petrol,Manual
383,Mahindra Scorpio 2009-2014,Mahindra,300000,2010,67900,First Owner,Diesel,Manual
384,Chevrolet Beat Diesel,Chevrolet,200000,2012,70000,First Owner,Diesel,Manual
385,Mahindra Scorpio 1.99,Mahindra,1051000,2015,40000,First Owner,Diesel,Manual
386,Hyundai Grand i10,Hyundai,509999,2017,60000,First Owner,Diesel,Manual
387,Renault KWID Climber,Renault,370000,2018,25000,First Owner,Petrol,Automatic
388,Maruti Wagon R,Maruti,200000,2006,70000,First Owner,Petrol,Manual
389,Maruti Baleno Delta,Maruti,625000,2018,21000,First Owner,Diesel,Manual
390,Mahindra Scorpio S7,Mahindra,1290000,2018,39000,First Owner,Diesel,Manual
391,Hyundai Creta 1.6,Hyundai,890000,2017,30000,First Owner,Petrol,Manual
392,Hyundai Verna 1.6,Hyundai,420000,2012,61000,First Owner,Diesel,Manual
393,Maruti Swift LXI,Maruti,500000,2017,5743,First Owner,Petrol,Manual
394,Nissan Terrano XL,Nissan,750000,2017,44000,First Owner,Diesel,Manual
395,Hyundai Grand i10,Hyundai,600000,2018,24200,First Owner,Petrol,Manual
396,Maruti Baleno Delta,Maruti,590000,2017,57000,First Owner,Diesel,Manual
397,Hyundai i10 Magna,Hyundai,190000,2011,58000,First Owner,Petrol,Manual
399,Maruti Celerio ZXI,Maruti,450000,2017,10000,First Owner,Petrol,Manual
400,Mahindra NuvoSport N8,Mahindra,550000,2016,70000,First Owner,Diesel,Manual
401,Chevrolet Beat LT,Chevrolet,170000,2011,65000,First Owner,Petrol,Manual
402,Mahindra XUV500 W6,Mahindra,650000,2015,100000,First Owner,Diesel,Manual
404,Maruti Wagon R,Maruti,500000,2020,10000,First Owner,Petrol,Manual
405,Hyundai Xcent 1.2,Hyundai,500000,2015,10000,First Owner,Petrol,Automatic
406,Maruti Alto LXi,Maruti,140000,2009,43000,First Owner,Petrol,Manual
407,Honda Amaze S,Honda,349000,2013,64000,First Owner,CNG,Manual
408,Maruti Wagon R,Maruti,325000,2014,30000,First Owner,Petrol,Manual
409,Honda City i,Honda,434999,2014,63000,First Owner,Petrol,Manual
410,Maruti Celerio VXI,Maruti,455000,2018,28000,First Owner,CNG,Manual
411,Land Rover Discovery,Land,6200000,2018,25000,First Owner,Petrol,Automatic
412,Honda City i,Honda,755000,2017,32226,First Owner,Petrol,Manual
415,Honda Brio V,Honda,250000,2013,80000,First Owner,Petrol,Manual
416,Maruti Alto K10,Maruti,245000,2014,65000,First Owner,Petrol,Manual
417,Kia Seltos HTK,Kia,1350000,2019,14000,First Owner,Diesel,Manual
418,Tata Indigo LX,Tata,215000,2013,90760,First Owner,Diesel,Manual
419,Tata Indigo LX,Tata,400000,2016,80000,First Owner,Diesel,Manual
420,Renault KWID AMT,Renault,310000,2018,15000,First Owner,Petrol,Automatic
421,Toyota Fortuner 4X2,Toyota,1235000,2012,85000,First Owner,Petrol,Automatic
423,BMW 6 Series,BMW,5500000,2018,30000,First Owner,Petrol,Automatic
425,Maruti Swift Dzire,Maruti,675000,2018,32000,First Owner,Diesel,Manual
426,Maruti Wagon R,Maruti,500000,2019,30000,First Owner,Petrol,Manual
427,Hyundai i10 Sportz,Hyundai,300000,2010,25000,First Owner,Petrol,Manual
428,Mahindra Scorpio S10,Mahindra,1450000,2016,35000,First Owner,Diesel,Automatic
429,Mahindra Scorpio VLX,Mahindra,530000,2013,140000,First Owner,Diesel,Manual
430,Ford Ecosport 1.5,Ford,575000,2014,65597,First Owner,Diesel,Manual
431,Hyundai Santro Xing,Hyundai,240000,2012,61785,First Owner,CNG,Manual
432,Hyundai i20 2015-2017,Hyundai,550000,2017,35000,First Owner,Petrol,Manual
433,Maruti Ciaz VDi,Maruti,500000,2014,160000,First Owner,Diesel,Manual
434,Maruti Baleno Delta,Maruti,643000,2020,7124,First Owner,Petrol,Manual
435,Ford Ecosport 2015-2021,Ford,1000000,2019,15000,First Owner,Petrol,Manual
436,Hyundai Xcent 1.2,Hyundai,611000,2018,22979,First Owner,Diesel,Manual
437,Toyota Etios Liva,Toyota,310000,2014,150000,First Owner,Diesel,Manual
438,Hyundai Grand i10,Hyundai,550000,2016,34000,First Owner,Petrol,Manual
439,Renault Scala Diesel,Renault,350000,2015,42000,First Owner,Diesel,Manual
440,Volkswagen Vento Diesel,Volkswagen,300000,2011,280000,First Owner,Diesel,Manual
441,Tata Tigor 1.2,Tata,470000,2018,40000,First Owner,Petrol,Manual
442,Honda City i,Honda,525000,2014,77000,First Owner,Diesel,Manual
443,Datsun GO Plus,Datsun,469000,2017,15000,First Owner,Petrol,Manual
444,Maruti Alto K10,Maruti,210000,2012,60000,First Owner,Petrol,Manual
445,Maruti Alto 800,Maruti,200000,2013,120000,First Owner,Petrol,Manual
446,Renault KWID 1.0,Renault,400000,2019,2500,First Owner,Petrol,Manual
447,Jaguar XF 2.2,Jaguar,2150000,2013,50000,First Owner,Diesel,Automatic
448,Maruti Celerio ZXI,Maruti,340000,2016,46500,First Owner,Petrol,Manual
449,Maruti Alto LXi,Maruti,95000,2005,5000,First Owner,Petrol,Manual
450,Audi Q3 35,Audi,2050000,2015,69000,First Owner,Diesel,Automatic
451,Maruti Swift VDI,Maruti,381000,2012,68000,First Owner,Diesel,Manual
452,Mercedes-Benz C-Class C,Mercedes-Benz,775000,2011,45000,First Owner,Diesel,Automatic
453,Maruti Swift Dzire,Maruti,700000,2017,20000,First Owner,Diesel,Manual
454,Maruti Ciaz Alpha,Maruti,675000,2017,106000,First Owner,Diesel,Manual
455,Honda City i,Honda,670000,2015,28000,First Owner,Petrol,Automatic
456,Mahindra XUV500 W6,Mahindra,1050000,2018,50000,First Owner,Diesel,Manual
457,Renault Scala Diesel,Renault,315000,2014,70000,First Owner,Diesel,Manual
459,Honda City 1.5,Honda,360000,2011,55000,First Owner,Petrol,Manual
460,Ford Figo 1.5D,Ford,400000,2017,53000,First Owner,Diesel,Manual
461,Hyundai Verna 1.6,Hyundai,470000,2014,89000,First Owner,Diesel,Manual
462,Maruti Alto 800,Maruti,304000,2018,22000,First Owner,Petrol,Manual
463,Tata Zest Quadrajet,Tata,525000,2018,90000,First Owner,Diesel,Manual
464,Honda City i,Honda,490000,2014,69000,First Owner,Diesel,Manual
465,Mahindra Scorpio 1.99,Mahindra,864000,2016,155000,First Owner,Diesel,Manual
466,Mahindra XUV500 W6,Mahindra,480000,2013,85000,First Owner,Diesel,Manual
467,Hyundai Xcent 1.2,Hyundai,350000,2016,50000,First Owner,Petrol,Manual
468,Maruti Wagon R,Maruti,575000,2019,3600,First Owner,Petrol,Automatic
469,Mercedes-Benz CLA 200,Mercedes-Benz,2850000,2018,15000,First Owner,Diesel,Automatic
472,Maruti SX4 Vxi,Maruti,300000,2007,40000,First Owner,Petrol,Manual
474,Toyota Innova 2.5,Toyota,780000,2015,143000,First Owner,Diesel,Manual
475,Audi A6 35,Audi,3490000,2018,24000,First Owner,Diesel,Automatic
478,Honda Brio 1.2,Honda,275000,2016,65000,First Owner,Petrol,Manual
479,Maruti Swift ZDI,Maruti,800000,2019,44000,First Owner,Diesel,Manual
480,Maruti Baleno Zeta,Maruti,680000,2018,10000,First Owner,Petrol,Automatic
481,Toyota Fortuner 3.0,Toyota,1200000,2010,200000,First Owner,Diesel,Manual
482,Toyota Innova 2.5,Toyota,525000,2012,187031,First Owner,Diesel,Manual
483,Ford Ecosport 2015-2021,Ford,955000,2019,22346,First Owner,Petrol,Manual
484,Hyundai i20 1.4,Hyundai,350000,2012,120000,First Owner,Diesel,Manual
485,Maruti Vitara Brezza,Maruti,800000,2020,1000,First Owner,Petrol,Manual
486,Maruti Alto LX,Maruti,75000,2005,56700,First Owner,Petrol,Manual
487,Mahindra XUV500 W6,Mahindra,825000,2015,170000,First Owner,Diesel,Manual
488,Mahindra Marazzo M8,Mahindra,1476000,2019,60000,First Owner,Diesel,Manual
489,Honda Jazz V,Honda,670000,2018,40000,First Owner,Petrol,Automatic
490,Maruti Alto LXi,Maruti,180000,2012,28000,First Owner,Petrol,Manual
491,Renault Scala RxL,Renault,350000,2014,85000,First Owner,Petrol,Manual
492,Hyundai Grand i10,Hyundai,490000,2017,35000,First Owner,Petrol,Manual
493,Maruti Baleno Zeta,Maruti,550000,2017,20000,First Owner,Petrol,Manual
494,Hyundai i10 Sportz,Hyundai,350000,2014,40000,First Owner,Petrol,Manual
496,Toyota Corolla Altis,Toyota,245000,2009,65000,First Owner,Petrol,Manual
497,Toyota Innova Crysta,Toyota,1500000,2019,35000,First Owner,Diesel,Manual
498,Hyundai EON Era,Hyundai,250000,2013,54417,First Owner,Petrol,Manual
499,Ford Figo Diesel,Ford,190000,2012,74000,First Owner,Diesel,Manual
500,Volkswagen Ameo 1.2,Volkswagen,400000,2017,47592,First Owner,Petrol,Manual
501,Renault Duster 85PS,Renault,459999,2014,46500,First Owner,Diesel,Manual
502,Maruti Swift AMT,Maruti,650000,2019,8000,First Owner,Petrol,Automatic
503,Maruti Ciaz ZDi,Maruti,700000,2016,120000,First Owner,Diesel,Manual
504,Chevrolet Spark 1.0,Chevrolet,120000,2013,100000,First Owner,Petrol,Manual
505,Mercedes-Benz GLE Class,Mercedes-Benz,3850000,2016,48500,First Owner,Diesel,Automatic
507,Hyundai Santro Xing,Hyundai,235000,2013,55000,First Owner,Petrol,Manual
508,Tata Indigo LS,Tata,160000,2012,88157,First Owner,Diesel,Manual
509,Maruti Swift VXI,Maruti,365000,2014,54000,First Owner,Petrol,Manual
510,Toyota Etios GD,Toyota,555000,2016,163000,First Owner,Diesel,Manual
511,Maruti Swift Dzire,Maruti,470000,2014,11275,First Owner,Petrol,Manual
512,Maruti Ritz VDi,Maruti,325000,2013,58000,First Owner,Diesel,Manual
513,Toyota Fortuner 2016-2021,Toyota,2950000,2018,35000,First Owner,Diesel,Automatic
514,Nissan Terrano XL,Nissan,800000,2015,19000,First Owner,Diesel,Manual
515,Maruti Swift VDI,Maruti,400000,2012,48000,First Owner,Diesel,Manual
516,Renault Duster 85PS,Renault,550000,2015,68000,First Owner,Diesel,Manual
518,Maruti Swift Dzire,Maruti,740000,2018,31500,First Owner,Diesel,Automatic
519,Tata Vista TDI,Tata,125000,2013,120000,First Owner,Diesel,Manual
520,Honda Brio V,Honda,271000,2011,63000,First Owner,Petrol,Manual
523,Honda Amaze S,Honda,325000,2013,73000,First Owner,Diesel,Manual
524,Hyundai Grand i10,Hyundai,600000,2020,10000,First Owner,Petrol,Automatic
525,Honda Amaze S,Honda,300000,2013,208000,First Owner,Diesel,Manual
526,Hyundai i10 Sportz,Hyundai,300000,2010,30000,First Owner,Petrol,Manual
527,Maruti Wagon R,Maruti,345000,2016,83000,First Owner,CNG,Manual
528,Mahindra Scorpio S3,Mahindra,900000,2018,60000,First Owner,Diesel,Manual
529,Mahindra XUV500 W10,Mahindra,1025000,2016,83000,First Owner,Diesel,Manual
530,Isuzu D-Max V-Cross,Isuzu,1450000,2017,58132,First Owner,Diesel,Manual
531,Maruti Swift LXI,Maruti,400000,2015,34000,First Owner,Petrol,Manual
532,Honda Amaze S,Honda,367000,2014,45120,First Owner,Diesel,Manual
533,Hyundai Grand i10,Hyundai,535000,2019,15000,First Owner,Petrol,Automatic
534,Maruti Ertiga VXI,Maruti,805000,2019,15000,First Owner,Petrol,Manual
536,Hyundai i10 Sportz,Hyundai,250000,2012,64000,First Owner,Petrol,Manual
537,Mercedes-Benz E-Class E250,Mercedes-Benz,700000,2011,98000,First Owner,Diesel,Automatic
538,Maruti Vitara Brezza,Maruti,675000,2016,65000,First Owner,Diesel,Manual
539,Maruti Swift DDiS,Maruti,425000,2015,84000,First Owner,Diesel,Manual
540,Maruti Alto 800,Maruti,260000,2015,33000,First Owner,Petrol,Manual
541,Hyundai Xcent 1.2,Hyundai,300000,2014,57368,First Owner,Petrol,Manual
542,Honda City i,Honda,700000,2016,55670,First Owner,Petrol,Manual
543,Maruti Baleno Delta,Maruti,560000,2017,50000,First Owner,Diesel,Manual
544,Hyundai Verna CRDi,Hyundai,155000,2006,148000,First Owner,Diesel,Manual
545,Porsche Cayenne Diesel,Porsche,5975000,2016,47000,First Owner,Diesel,Automatic
546,Maruti Ertiga VXI,Maruti,800000,2019,18000,First Owner,Petrol,Manual
547,BMW 3 Series,BMW,750000,2011,52420,First Owner,Diesel,Automatic
548,Hyundai Grand i10,Hyundai,350000,2015,10000,First Owner,Petrol,Manual
549,Toyota Innova Crysta,Toyota,1380000,2016,40000,First Owner,Diesel,Manual
550,Chevrolet Beat LT,Chevrolet,265000,2015,55000,First Owner,Petrol,Manual
551,Mahindra Scorpio S10,Mahindra,1000000,2015,50000,First Owner,Diesel,Manual
552,Maruti Ertiga BSIV,Maruti,700000,2018,50000,First Owner,Petrol,Manual
553,Maruti Swift Dzire,Maruti,229999,2009,76963,First Owner,Petrol,Manual
554,BMW 5 Series,BMW,2800000,2016,52890,First Owner,Diesel,Automatic
555,Maruti Alto 800,Maruti,350000,2016,45000,First Owner,CNG,Manual
556,Hyundai Xcent 1.2,Hyundai,400000,2017,63000,First Owner,Petrol,Manual
557,Maruti Baleno Alpha,Maruti,825000,2018,25000,First Owner,Diesel,Manual
558,Renault KWID RXL,Renault,325000,2018,10103,First Owner,Petrol,Manual
559,Skoda Fabia 1.2,Skoda,150000,2008,55000,First Owner,Petrol,Manual
560,BMW X1 sDrive20d,BMW,1675000,2014,24000,First Owner,Diesel,Automatic
561,Mahindra XUV500 W8,Mahindra,800000,2014,47240,First Owner,Diesel,Manual
562,Maruti Celerio LXI,Maruti,400000,2019,30000,First Owner,Petrol,Manual
563,Toyota Innova Crysta,Toyota,1750000,2018,58000,First Owner,Diesel,Manual
564,Mercedes-Benz CLA 200,Mercedes-Benz,1925000,2016,56000,First Owner,Diesel,Automatic
565,Audi A4 2.0,Audi,1200000,2013,65000,First Owner,Diesel,Automatic
566,Hyundai i20 Sportz,Hyundai,535000,2015,35213,First Owner,Diesel,Manual
567,Hyundai Grand i10,Hyundai,356000,2015,35000,First Owner,Petrol,Manual
568,Mahindra XUV500 W8,Mahindra,550000,2012,92000,First Owner,Diesel,Manual
569,Maruti Eeco CNG,Maruti,360000,2018,34500,First Owner,CNG,Manual
570,Maruti Ertiga SHVS,Maruti,700000,2017,50000,First Owner,Diesel,Manual
571,Hyundai Grand i10,Hyundai,390000,2016,30000,First Owner,Petrol,Manual
572,Toyota Fortuner 4x2,Toyota,1245000,2012,51000,First Owner,Diesel,Automatic
573,Mahindra XUV500 AT,Mahindra,1150000,2017,60000,First Owner,Diesel,Automatic
574,Maruti Wagon R,Maruti,180000,2011,83000,First Owner,Petrol,Manual
575,Skoda Rapid 1.6,Skoda,425000,2014,70000,First Owner,Petrol,Manual
577,Tata Bolt Revotron,Tata,322000,2016,110000,First Owner,Petrol,Manual
578,Maruti Swift ZDi,Maruti,400000,2012,60000,First Owner,Diesel,Manual
579,Honda City 1.5,Honda,275000,2009,51000,First Owner,Petrol,Manual
580,Nissan Terrano XL,Nissan,551000,2015,45665,First Owner,Diesel,Manual
581,Maruti Alto LXi,Maruti,170000,2011,40000,First Owner,Petrol,Manual
582,Skoda Superb 1.8,Skoda,235000,2010,100000,First Owner,Petrol,Manual
583,Mercedes-Benz C-Class 220,Mercedes-Benz,700000,2011,160000,First Owner,Diesel,Automatic
584,Maruti Alto K10,Maruti,250000,2014,70000,First Owner,Petrol,Manual
585,Maruti Swift VXI,Maruti,350000,2013,70000,First Owner,Petrol,Manual
586,Fiat Avventura Urban,Fiat,550000,2017,60000,First Owner,Diesel,Manual
587,Chevrolet Spark 1.0,Chevrolet,121000,2014,20000,First Owner,Petrol,Manual
588,Hyundai i20 2015-2017,Hyundai,480000,2016,50000,First Owner,Petrol,Manual
589,Maruti Swift Dzire,Maruti,690000,2017,30000,First Owner,Petrol,Automatic
591,Maruti Ciaz ZDi,Maruti,670000,2015,60000,First Owner,Diesel,Manual
592,Maruti Alto K10,Maruti,250000,2011,50000,First Owner,Petrol,Manual
593,Mahindra Scorpio S2,Mahindra,935000,2017,42000,First Owner,Diesel,Manual
594,Hyundai Verna VTVT,Hyundai,1030000,2019,15000,First Owner,Petrol,Manual
595,Maruti Wagon R,Maruti,110000,2005,33650,First Owner,Petrol,Manual
596,Tata Indigo LS,Tata,280000,2015,80000,First Owner,Diesel,Manual
597,Maruti SX4 ZXI,Maruti,277000,2011,15000,First Owner,Petrol,Manual
598,BMW 1 Series,BMW,1145000,2013,54000,First Owner,Diesel,Automatic
599,Hyundai i20 Magna,Hyundai,470000,2015,35000,First Owner,Petrol,Manual
600,Maruti Swift LXI,Maruti,370000,2015,30000,First Owner,Petrol,Manual
601,Honda Brio VX,Honda,290000,2013,60000,First Owner,Petrol,Manual
602,Maruti Celerio ZXI,Maruti,450000,2018,100000,First Owner,Petrol,Automatic
603,Maruti Wagon R,Maruti,275000,2016,58000,First Owner,CNG,Manual
604,Renault Scala Diesel,Renault,450000,2013,100000,First Owner,Diesel,Manual
605,Maruti Swift VDI,Maruti,325000,2013,68000,First Owner,Diesel,Manual
606,Maruti Swift Dzire,Maruti,731000,2019,4000,First Owner,Petrol,Automatic
607,Maruti Wagon R,Maruti,380000,2016,60000,First Owner,Petrol,Manual
608,Toyota Platinum Etios,Toyota,750000,2017,90000,First Owner,Diesel,Manual
609,Tata Indica GLS,Tata,100000,2007,70000,First Owner,Petrol,Manual
610,Tata Nexon 1.5,Tata,900000,2018,60000,First Owner,Diesel,Manual
611,Honda Amaze S,Honda,500000,2016,34000,First Owner,Petrol,Manual
612,Datsun GO A,Datsun,330000,2017,42000,First Owner,Petrol,Manual
614,Hyundai Verna 1.6,Hyundai,540000,2013,80000,First Owner,Diesel,Manual
615,Hyundai Xcent 1.2,Hyundai,370000,2015,56000,First Owner,Petrol,Manual
616,Mahindra Bolero SLX,Mahindra,375000,2008,120000,First Owner,Diesel,Manual
617,Toyota Fortuner 2016-2021,Toyota,2600000,2016,50000,First Owner,Petrol,Automatic
618,Ford Ecosport 2015-2021,Ford,725000,2016,35200,First Owner,Petrol,Automatic
619,Hyundai i20 Petrol,Hyundai,765000,2020,3700,First Owner,Petrol,Manual
620,Maruti Wagon R,Maruti,380000,2016,25000,First Owner,Petrol,Manual
621,Toyota Fortuner 2016-2021,Toyota,2625000,2017,64000,First Owner,Diesel,Automatic
622,Mahindra XUV500 W8,Mahindra,621000,2013,50000,First Owner,Diesel,Manual
623,Maruti Swift Dzire,Maruti,600000,2019,15000,First Owner,Petrol,Manual
624,Mahindra XUV300 W8,Mahindra,1130000,2019,30000,First Owner,Petrol,Manual
625,Maruti Swift Dzire,Maruti,670000,2020,35000,First Owner,Petrol,Manual
627,Honda Amaze S,Honda,350000,2015,70000,First Owner,Diesel,Manual
628,Maruti Swift Dzire,Maruti,530000,2015,84003,First Owner,Diesel,Manual
629,Mahindra Thar CRDe,Mahindra,850000,2017,55000,First Owner,Diesel,Manual
630,Maruti Alto 800,Maruti,260000,2016,42000,First Owner,CNG,Manual
631,Maruti A Star,Maruti,245000,2011,45000,First Owner,Petrol,Automatic
632,Maruti Alto K10,Maruti,229999,2013,31000,First Owner,Petrol,Manual
633,Toyota Corolla Altis,Toyota,270000,2009,103685,First Owner,Petrol,Manual
634,Ford Ecosport 1.5,Ford,475000,2013,80000,First Owner,Diesel,Manual
635,Tata Nexon 1.2,Tata,750000,2019,6000,First Owner,Petrol,Manual
637,Land Rover Discovery,Land,4000000,2019,12000,First Owner,Diesel,Automatic
638,Toyota Etios G,Toyota,380000,2014,54303,First Owner,Petrol,Manual
639,Skoda Superb Elegance,Skoda,499000,2013,65000,First Owner,Diesel,Manual
640,Honda Jazz 1.2,Honda,525000,2017,30000,First Owner,Petrol,Manual
641,Hyundai i20 Magna,Hyundai,535000,2014,10000,First Owner,Petrol,Manual
642,Maruti Dzire VXI,Maruti,484999,2016,62150,First Owner,Petrol,Manual
643,Mahindra XUV500 W8,Mahindra,745000,2015,47300,First Owner,Diesel,Manual
644,Ford Aspire 1.5,Ford,475000,2015,63000,First Owner,Diesel,Manual
645,Hyundai Grand i10,Hyundai,300000,2014,80000,First Owner,Diesel,Manual
648,Nissan Sunny XL,Nissan,325000,2013,58000,First Owner,Petrol,Automatic
649,Toyota Etios G,Toyota,335000,2012,44000,First Owner,Petrol,Manual
650,Maruti Alto 800,Maruti,299000,2016,71000,First Owner,Petrol,Manual
651,Maruti Ertiga SHVS,Maruti,695000,2017,52000,First Owner,Diesel,Manual
652,Nissan Sunny Diesel,Nissan,300000,2012,90000,First Owner,Diesel,Manual
653,Hyundai i20 Asta,Hyundai,400000,2013,70000,First Owner,Petrol,Manual
654,Hyundai Grand i10,Hyundai,650000,2020,20000,First Owner,Petrol,Manual
655,Hyundai Grand i10,Hyundai,455000,2015,70000,First Owner,Diesel,Manual
656,Toyota Corolla Altis,Toyota,500000,2012,90000,First Owner,Diesel,Manual
657,Maruti Wagon R,Maruti,150000,2008,100000,First Owner,Petrol,Manual
658,Honda Amaze S,Honda,550000,2018,50000,First Owner,Petrol,Manual
659,Hyundai i20 Sportz,Hyundai,500000,2015,67000,First Owner,Diesel,Manual
660,Hyundai Verna 1.6,Hyundai,365000,2013,70000,First Owner,Diesel,Manual
661,Honda Amaze S,Honda,775000,2019,21100,First Owner,Petrol,Automatic
